ProductUniqeName,FirstName,LastName,MiddleName,BirthDate,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
WB-H098,Michele,Malhotra,A,1962-06-24,SO65603,4,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-M68B-42361,Madeline,Nelson,K,1951-07-17,SO65610,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
FE-6654,Madeline,Nelson,K,1951-07-17,SO65610,2,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
CA-1098225,Madeline,Nelson,K,1951-07-17,SO65610,3,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-R64Y-42386,Alejandro,Zhu,E,1950-09-07,SO65611,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
HL-U509-R214,Alejandro,Zhu,E,1950-09-07,SO65611,2,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-M68S-42355,Roger,Sun,C,1962-06-18,SO65615,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BC-M005,Roger,Sun,C,1962-06-18,SO65615,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
WB-H098,Roger,Sun,C,1962-06-18,SO65615,3,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
CA-1098225,Roger,Sun,C,1962-06-18,SO65615,4,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-R79Y-42,Kelvin,Zhang,R,1969-05-27,SO65619,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-R79Y-40,Isabella,Howard,J,1972-09-17,SO65621,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-T79U-50,Madeline,Hill,D,1958-04-12,SO65623,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
HL-U509-R214,Madeline,Hill,D,1958-04-12,SO65623,2,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
LJ-0192-M231,Madeline,Hill,D,1958-04-12,SO65623,3,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-T79Y-60,Sophia,Scott,M,1974-02-06,SO65626,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
SJ-0194-M,Sophia,Scott,M,1974-02-06,SO65626,2,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NULL,NULL,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000
BK-M68S-46357,Jennifer,Sanchez,J,1954-08-27,SO65627,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BC-M005,Jennifer,Sanchez,J,1954-08-27,SO65627,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
WB-H098,Jennifer,Sanchez,J,1954-08-27,SO65627,3,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BC-R205,Richard,Gray,D,1974-02-24,SO65628,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
WB-H098,Richard,Gray,D,1974-02-24,SO65628,2,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TI-M602,Lee,Gill,L,1962-05-17,SO65634,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-M928,Lee,Gill,L,1962-05-17,SO65634,2,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
PK-7098,Lee,Gill,L,1962-05-17,SO65634,3,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BK-M38S-40,Joshua,Robinson,E,1972-03-26,SO65637,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
LJ-0192-S228,Joshua,Robinson,E,1972-03-26,SO65637,2,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BK-M18B-52,Marcus,Morgan,W,1948-02-24,SO65639,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
FE-6654,Marcus,Morgan,W,1948-02-24,SO65639,2,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HL-U509-R214,Marcus,Morgan,W,1948-02-24,SO65639,3,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BC-M005,Jésus,Hernandez,M,1950-04-12,SO65652,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
WB-H098,Jésus,Hernandez,M,1950-04-12,SO65652,2,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HL-U509-R214,Jésus,Hernandez,M,1950-04-12,SO65652,3,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
VE-C304-L,Jésus,Hernandez,M,1950-04-12,SO65652,4,1,63.50,63.50,0,0,23.749,23.749,63.50,5.08,1.5875,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-M928,Latoya,Andersen,J,1978-05-09,SO65654,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HL-U509-B222,Latoya,Andersen,J,1978-05-09,SO65654,2,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-M928,Hailey,Bailey,R,1957-03-08,SO65655,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HL-U509217,Hailey,Bailey,R,1957-03-08,SO65655,2,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
SH-W890-L,Mathew,Ortega,D,1962-07-21,SO65656,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
LJ-0192-X237,Mathew,Ortega,D,1962-07-21,SO65656,2,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TI-R982,Deanna,Sabella,N.,1955-12-04,SO65658,1,1,32.60,32.60,0,0,12.1924,12.1924,32.60,2.608,0.815,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-R982,Deanna,Sabella,N.,1955-12-04,SO65658,2,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
PK-7098,Deanna,Sabella,N.,1955-12-04,SO65658,3,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TI-R628,Noah,Hayes,E,1946-03-03,SO65659,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
PK-7098,Noah,Hayes,E,1946-03-03,SO65659,2,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-T092,Sydney,Rogers,C,1953-11-10,SO65663,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
PK-7098,Sydney,Rogers,C,1953-11-10,SO65663,2,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BK-M68S-42355,Audrey,Carlson,A,1938-09-14,SO65671,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TT-M928,Audrey,Carlson,A,1938-09-14,SO65671,2,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
TI-M823,Audrey,Carlson,A,1938-09-14,SO65671,3,1,35.00,35.00,0,0,13.09,13.09,35.00,2.80,0.875,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HL-U509-B222,Audrey,Carlson,A,1938-09-14,SO65671,4,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BK-M68S-46357,Noah,Williams,B,1972-06-02,SO65672,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
HY-1023-70,Noah,Williams,B,1972-06-02,SO65672,2,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,NULL,NULL,2008-03-06 00:00:00.000,2008-03-18 00:00:00.000,2008-03-13 00:00:00.000
BK-M68S-46357,Laura,He,W,1980-03-08,SO65681,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-M68S-46357,Spencer,Washington,P,1936-04-24,SO65682,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TI-M823,Spencer,Washington,P,1936-04-24,SO65682,2,1,35.00,35.00,0,0,13.09,13.09,35.00,2.80,0.875,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-M928,Spencer,Washington,P,1936-04-24,SO65682,3,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
HL-U509217,Spencer,Washington,P,1936-04-24,SO65682,4,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
CA-1098225,Spencer,Washington,P,1936-04-24,SO65682,5,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
CL-9009,Brandi,Rubio,M,1970-12-27,SO65683,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-M928,Wayne,Black,E,1958-02-19,SO65684,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TI-M267,Wayne,Black,E,1958-02-19,SO65684,2,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
HL-U509-B222,Wayne,Black,E,1958-02-19,SO65684,3,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
FE-6654,Charles,Bailey,C,1976-04-02,SO65685,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BC-M005,Charles,Bailey,C,1976-04-02,SO65685,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-M68B-42361,Samantha,Perry,F,1971-10-05,SO65686,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BC-M005,Samantha,Perry,F,1971-10-05,SO65686,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
WB-H098,Samantha,Perry,F,1971-10-05,SO65686,3,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
HL-U509217,Samantha,Perry,F,1971-10-05,SO65686,4,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-T092,Grace,Peterson,Y,1974-01-02,SO65689,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
GL-H102-M465,Grace,Peterson,Y,1974-01-02,SO65689,2,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TI-T723,Grace,Peterson,Y,1974-01-02,SO65689,3,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BC-M005,Cindy,Subram,L,1978-03-24,SO65694,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
WB-H098,Cindy,Subram,L,1978-03-24,SO65694,2,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
SJ-0194-X,Cindy,Subram,L,1978-03-24,SO65694,3,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
CA-1098225,Cindy,Subram,L,1978-03-24,SO65694,4,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
WB-H098,Brittney,Zhao,M,1968-04-23,SO65696,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BC-M005,Brittney,Zhao,M,1968-04-23,SO65696,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
SJ-0194-X,Brittney,Zhao,M,1968-04-23,SO65696,3,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
WB-H098,Alejandro,Andersen,B,1970-07-12,SO65701,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
CA-1098225,Alejandro,Andersen,B,1970-07-12,SO65701,2,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-M928,Christine,Shan,R,1973-10-04,SO65704,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
PK-7098,Christine,Shan,R,1973-10-04,SO65704,2,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
FE-6654,Thomas,Lewis,A,1954-03-10,SO65705,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
GL-H102-M465,Thomas,Lewis,A,1954-03-10,SO65705,2,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TI-R628,Tara,Simpson,K,1950-03-25,SO65709,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-T092,Xavier,Rivera,L,1972-06-10,SO65716,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TT-M928,Chelsea,Madan,O,1970-08-28,SO65717,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
TI-M823,Chelsea,Madan,O,1970-08-28,SO65717,2,1,35.00,35.00,0,0,13.09,13.09,35.00,2.80,0.875,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
PK-7098,Chelsea,Madan,O,1970-08-28,SO65717,3,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-M68S-38353,Darren,Patel,C,1972-01-20,SO65725,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
FE-6654,Darren,Patel,C,1972-01-20,SO65725,2,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
PK-7098,Darren,Patel,C,1972-01-20,SO65725,3,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-T44U-60,Dave,Natsuhara,E,1944-03-04,SO65726,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
SJ-0194-M,Dave,Natsuhara,E,1944-03-04,SO65726,2,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-T79Y-46,Micah,Yang,A,1974-05-05,SO65744,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
HL-U509-R214,Micah,Yang,A,1974-05-05,SO65744,2,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-T79U-46,Kayla,Miller,A,1939-03-08,SO65745,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
SJ-0194-L,Kayla,Miller,A,1939-03-08,SO65745,2,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NULL,NULL,2008-03-07 00:00:00.000,2008-03-19 00:00:00.000,2008-03-14 00:00:00.000
BK-M38S-46,Jacqueline,Brooks,W,1962-08-15,SO65746,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
SH-W890-M,Jacqueline,Brooks,W,1962-08-15,SO65746,2,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
GL-H102-M465,Jacqueline,Brooks,W,1962-08-15,SO65746,3,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
BK-M68B-46363,Lacey,Liu,L,1957-11-18,SO65748,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
BC-M005,Lacey,Liu,L,1957-11-18,SO65748,2,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
WB-H098,Lacey,Liu,L,1957-11-18,SO65748,3,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
HL-U509217,Lacey,Liu,L,1957-11-18,SO65748,4,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
TT-R982,Jacqueline,Rogers,S,1978-08-07,SO65749,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
TI-R628,Jacqueline,Rogers,S,1978-08-07,SO65749,2,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
HL-U509217,Jacqueline,Rogers,S,1978-08-07,SO65749,3,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
LJ-0192-M231,Jeremy,Ward,D,1943-09-25,SO65753,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,NULL,NULL,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000
